netst,stlo,stla,geometry,index_right,STATE,ORIG_LABEL,SGMC_LABEL,UNIT_LINK,UNIT_NAME,AGE_MIN,AGE_MAX,MAJOR1,MAJOR2,MAJOR3,MINOR1,MINOR2,MINOR3,MINOR4,MINOR5,INCIDENTAL,INDETERMIN,REF_ID,REFERENCE,GENERALIZE,DIGITAL_UR,NGMDB1,NGMDB2,NGMDB3,RuleID,FIPS_C
TA.C05A,-121.689499,47.694698,POINT (-121.689499 47.694698),454.0,WA,Ev,EOv;0,WAEOv;0,Eocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Eocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Andesite,,,Dacite,,,,,"Basalt, Conglomerate, Sandstone, Siltstone, Argillite",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
TA.C06A,-120.894402,47.923,POINT (-120.894402 47.923),2366.0,WA,pTm,pTm;0,WApTm;0,"Pre-Tertiary metamorphic rocks, undivided",Phanerozoic - Paleozoic - Permian,Phanerozoic - Paleozoic - Permian,Metasedimentary,,,Schist,Gneiss,,,,"Marble, Quartzite, Amphibolite, Greenstone, Phyllite, Slate, Limestone, Tonalite, Gabbro, Hornfels",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Metamorphic, sedimentary",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,15.0,53
TA.C06D,-120.894302,47.922901,POINT (-120.894302 47.922901),2366.0,WA,pTm,pTm;0,WApTm;0,"Pre-Tertiary metamorphic rocks, undivided",Phanerozoic - Paleozoic - Permian,Phanerozoic - Paleozoic - Permian,Metasedimentary,,,Schist,Gneiss,,,,"Marble, Quartzite, Amphibolite, Greenstone, Phyllite, Slate, Limestone, Tonalite, Gabbro, Hornfels",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Metamorphic, sedimentary",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,15.0,53
TA.C07A,-120.061302,47.690201,POINT (-120.061302 47.690201),3120.0,WA,Qce,Qce;0,WAQce;0,Quaternary nonmarine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Silt,,,,,,,,"Gravel, Boulders, Sand",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
TA.C08A,-119.045403,47.784901,POINT (-119.045403 47.784901),2974.0,WA,Qce,Qce;0,WAQce;0,Quaternary nonmarine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Silt,,,,,,,,"Gravel, Boulders, Sand",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
TA.C09A,-118.274101,47.800598,POINT (-118.274101 47.800598),4005.0,WA,Qgl,Qgl;0,WAQgl;0,Glaciolacustrine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Silt,Sand,,Gravel,Clay,,,,Volcanic,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
TA.C10A,-117.307701,47.819199,POINT (-117.307701 47.819199),747.0,WA,Mc,MIc;0,WAMIc;0,Miocene nonmarine rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Middle-Miocene,Siltstone,Sandstone,,Claystone,,,,,"Conglomerate, Shale, Coarse-detrital, Clastic",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Sedimentary, clastic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,23.0,53
TA.C11A,-116.255699,47.839699,POINT (-116.255699 47.839699),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.C12A,-115.481102,47.703899,POINT (-115.481102 47.703899),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.C12B,-115.474998,47.709202,POINT (-115.474998 47.709202),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.C13A,-114.573502,47.679501,POINT (-114.573502 47.679501),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.C14A,-113.746803,47.7687,POINT (-113.746803 47.7687),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.C15A,-112.607201,47.775002,POINT (-112.607201 47.775002),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.C16A,-111.745796,47.801201,POINT (-111.745796 47.801201),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.C17A,-110.762604,47.632702,POINT (-110.762604 47.632702),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.D03A,-123.7714,47.1161,POINT (-123.7714 47.1161),4090.0,WA,Qt,Qt;0,WAQt;0,Terrace deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Gravel,Sand,,Clay,Silt,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
TA.D03D,-123.089401,47.534698,POINT (-123.089401 47.534698),539.0,WA,Ev2,EOv2;0,WAEOv2;0,Middle and lower Eocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene - Bartonian,Phanerozoic - Cenozoic - Tertiary-Paleogene - Early-Paleocene - Danian,Basalt,,,,,,,,"Siltstone, Sandstone",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
TA.D04A,-122.803497,47.110901,POINT (-122.803497 47.110901),3483.0,WA,Qg1,Qg1;0,WAQg1;0,Younger glacial drift,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Fine-detrital,Coarse-detrital,,,,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
TA.D04D,-122.772301,47.1786,POINT (-122.772301 47.1786),4715.0,WA,water,water;0,WAwater;0,water,,,,,,,,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi",Water,https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,30.0,53
TA.D04E,-122.7715,47.1786,POINT (-122.7715 47.1786),3480.0,WA,Qg1,Qg1;0,WAQg1;0,Younger glacial drift,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Fine-detrital,Coarse-detrital,,,,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
TA.D05A,-121.9888,47.188099,POINT (-121.9888 47.188099),4033.0,WA,Qs,Qs;0,WAQs;0,Landslide and mudflow deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Holocene,Sand,Clay,Silt,,,,,,Gravel,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
TA.D06A,-120.844498,47.193501,POINT (-120.844498 47.193501),370.0,WA,Ec,EOc;0,WAEOc;0,Eocene nonmarine rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Early-Oligocene - Rupelian,Phanerozoic - Cenozoic - Tertiary-Paleogene - Eocene,Arkose,,,Siltstone,Basalt,Rhyolite,,,"Shale, Conglomerate, Bituminous, Andesite, Argillite, Volcanic",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Sedimentary, clastic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,23.0,53
TA.D07A,-119.973198,47.1936,POINT (-119.973198 47.1936),3173.0,WA,Qce,Qce;0,WAQce;0,Quaternary nonmarine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Silt,,,,,,,,"Gravel, Boulders, Sand",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
TA.D08A,-118.920998,47.057301,POINT (-118.920998 47.057301),3141.0,WA,Qce,Qce;0,WAQce;0,Quaternary nonmarine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Silt,,,,,,,,"Gravel, Boulders, Sand",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
TA.D09A,-118.309196,47.061501,POINT (-118.309196 47.061501),3136.0,WA,Qce,Qce;0,WAQce;0,Quaternary nonmarine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Silt,,,,,,,,"Gravel, Boulders, Sand",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
TA.D10A,-117.275902,47.054699,POINT (-117.275902 47.054699),3132.0,WA,Qce,Qce;0,WAQce;0,Quaternary nonmarine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Silt,,,,,,,,"Gravel, Boulders, Sand",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
TA.D11A,-116.335297,47.047699,POINT (-116.335297 47.047699),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.D12A,-115.352501,47.052799,POINT (-115.352501 47.052799),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.D13A,-114.458702,47.094299,POINT (-114.458702 47.094299),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.D14A,-113.506203,47.0816,POINT (-113.506203 47.0816),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.D15A,-112.520401,47.041801,POINT (-112.520401 47.041801),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.D16A,-111.549202,47.0308,POINT (-111.549202 47.0308),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.D17A,-110.687302,47.152302,POINT (-110.687302 47.152302),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.E03A,-123.563202,46.545898,POINT (-123.563202 46.545898),266.0,WA,E1,EO1;0,WAEO1;0,Upper upper Eocene nonmarine and marine rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Early-Eocene,Sandstone,,,Siltstone,,,,,"Lignite, Conglomerate, Shale, Mixed-clastic, Mafic-volcanic",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Sedimentary, clastic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,23.0,53
TA.E04A,-122.720398,46.593399,POINT (-122.720398 46.593399),2942.0,WA,Qc,Qc;0,WAQc;0,Quaternary nonmarine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Fine-detrital,Coarse-detrital,,,,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
TA.E04D,-122.567299,46.556599,POINT (-122.567299 46.556599),3255.0,WA,Qg,Qg;0,WAQg;0,"Glacial drift, undivided",Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Sand,Gravel,,,,,,,Unconsolidated,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
TA.E05A,-121.760803,46.560501,POINT (-121.760803 46.560501),398.0,WA,EOLv,EOOGv;0,WAEOOGv;0,Eocene-Oligocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Oligocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Eocene,Andesite,Basalt,,,,,,,"Arkose, Shale, Dacite, Rhyolite, Quartz-latite",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
TA.E06A,-120.979103,46.543301,POINT (-120.979103 46.543301),1069.0,WA,Mv,MIv;0,WAMIv;0,Miocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Oligocene - Chattian,Basalt,,,,,,,,"Sandstone, Siltstone, Andesite, Dacite, Rhyolite, Conglomerate",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
TA.E07A,-119.854797,46.558498,POINT (-119.854797 46.558498),1069.0,WA,Mv,MIv;0,WAMIv;0,Miocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Oligocene - Chattian,Basalt,,,,,,,,"Sandstone, Siltstone, Andesite, Dacite, Rhyolite, Conglomerate",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
TA.E08A,-119.059502,46.4911,POINT (-119.059502 46.4911),1122.0,WA,Mv,MIv;0,WAMIv;0,Miocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Oligocene - Chattian,Basalt,,,,,,,,"Sandstone, Siltstone, Andesite, Dacite, Rhyolite, Conglomerate",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
TA.E09A,-118.1455,46.513901,POINT (-118.1455 46.513901),1236.0,WA,Mv,MIv;0,WAMIv;0,Miocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Oligocene - Chattian,Basalt,,,,,,,,"Sandstone, Siltstone, Andesite, Dacite, Rhyolite, Conglomerate",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
TA.E10A,-117.110199,46.485001,POINT (-117.110199 46.485001),3011.0,WA,Qce,Qce;0,WAQce;0,Quaternary nonmarine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Silt,,,,,,,,"Gravel, Boulders, Sand",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
TA.E11A,-116.209198,46.3559,POINT (-116.209198 46.3559),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.E12A,-115.570503,46.4151,POINT (-115.570503 46.4151),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.E13A,-114.188004,46.442299,POINT (-114.188004 46.442299),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.E14A,-113.492599,46.416199,POINT (-113.492599 46.416199),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.E15A,-112.641197,46.424599,POINT (-112.641197 46.424599),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.E16A,-111.676399,46.5336,POINT (-111.676399 46.5336),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.E17A,-110.857597,46.462002,POINT (-110.857597 46.462002),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.ELFS,-120.727898,40.618301,POINT (-120.727898 40.618301),,,,,,,,,,,,,,,,,,,,,,,,,,,
TA.F03A,-123.559097,45.930599,POINT (-123.559097 45.930599),14834.0,OR,Tss,Tss;0,ORTss;0,Tuffaceous siltstone and sandstone,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Eocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Mudstone,,,Siltstone,Sandstone,,,,,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Sedimentary, clastic",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,23.0,41
TA.F04A,-122.419296,45.932499,POINT (-122.419296 45.932499),500.0,WA,Ev1b,EOv1b;0,WAEOv1b;0,Upper Eocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Oligocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Eocene,Basalt,Basaltic-andesite,,,,,,,"Dacite, Rhyolite, Conglomerate, Sandstone, Siltstone, Shale, Clastic, Andesite",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
TA.F04D,-123.010803,46.082901,POINT (-123.010803 46.082901),10779.0,OR,Tc,Tc;0,ORTc;0,Columbia River Basalt Group and related flows,Phanerozoic - Cenozoic - Tertiary-Neogene - Miocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Miocene,Basalt,,,Andesite,Sandstone-mudstone,,,,,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Igneous, volcanic",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,2.0,41
TA.F05A,-121.458801,45.8839,POINT (-121.458801 45.8839),1069.0,WA,Mv,MIv;0,WAMIv;0,Miocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Oligocene - Chattian,Basalt,,,,,,,,"Sandstone, Siltstone, Andesite, Dacite, Rhyolite, Conglomerate",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
TA.F05D,-121.459702,45.885201,POINT (-121.459702 45.885201),1069.0,WA,Mv,MIv;0,WAMIv;0,Miocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Oligocene - Chattian,Basalt,,,,,,,,"Sandstone, Siltstone, Andesite, Dacite, Rhyolite, Conglomerate",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
TA.F06A,-120.7817,45.766399,POINT (-120.7817 45.766399),1069.0,WA,Mv,MIv;0,WAMIv;0,Miocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Oligocene - Chattian,Basalt,,,,,,,,"Sandstone, Siltstone, Andesite, Dacite, Rhyolite, Conglomerate",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
TA.F07A,-119.927803,45.8951,POINT (-119.927803 45.8951),1069.0,WA,Mv,MIv;0,WAMIv;0,Miocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Oligocene - Chattian,Basalt,,,,,,,,"Sandstone, Siltstone, Andesite, Dacite, Rhyolite, Conglomerate",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
TA.F08A,-118.776802,45.7971,POINT (-118.776802 45.7971),7073.0,OR,Ql,Ql;0,ORQl;0,Loess,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Silt,Sand,,Gravel,,,,,,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,29.0,41
